# id   lat         lon           alt   title /other title/, cat
3096   38.6611234   72.2708760  5419  пер. Песня, 2Б
3100   38.6505300   72.2645700  5296  пер. Космонавта Волкова, 2Б
3101   38.6443061   72.2558400  5651  пер. Космонавта Добровольского, 2Б*
3102   38.6224400   72.2143300  5490  пер. Шумный, 2Б
3104   38.6076781   72.2730011  5079  пер. Абдукагор /Абдукагор-II/, 2А
3106   38.5656583   72.2588333  5535  пер. Ребро, 3А
3107   38.5394200   72.2421231  5580  пер. Дорофеева, 3Б
3108   38.5284040   72.2534200  5295  пер. Язгулемский, 2Б
3295   38.5186557   72.0373404  4863  пер. Сунгат, 2А
3296   38.5084389   72.0465583  4900  пер. Сунгат Верхн., 2А
3297   38.5562239   72.0342070  4990  пер. Высокий Язгулем, 3Б
3298   38.5936230   72.0472740  4700  пер. Шаугадо С., 2А
3300   38.5718630   72.0483600  4753  пер. Шаугадо В., 3А
3301   38.5071639   72.0542833  4750  пер. Л. Дустироз, 2Б*
3302   38.5151222   72.0879722  4950  пер. Петроградец, 3А
3303   38.5135430   72.1128100  4630  пер. Дустироз /Соколова, МВТУ/, 2А
3304   38.5300000   72.1977778  5450  пер. Неринга, 3А*
3305   38.5657190   72.1570970  4775  пер. Мраморный, 2Б
3306   38.5668675   72.1667552  5000  пер. Долженко, 3А
3307   38.5518860   72.1584180  4525  пер. Ригель Долженко, 2А
3308   38.5491278   72.1679222  4843  пер. Узловой Нижн., 1Б
3309   38.5437937   72.1740883  4825  пер. Узловой Верхн., 2Б
3310   38.5495100   72.1899600  4780  пер. 1000 взрывов, 2Б
3311   38.5754750   72.1610040  4200  пер. Вымпел, 1Б
5541   38.3627139   72.2789444  5444  пер. Героев Чернобыля, 3Б
5542   38.3897700   72.2610500  4663  пер. Хурджин Нижн., 1Б
5543   38.3761900   72.2713600  4915  пер. Ляп-Назар /Ляпназар/, 3А
5544   38.4354000   72.2362700  5060  пер. Пащенко Д., 2Б
5545   38.4761210   72.2375200  5408  пер. БЕГ /Бориса Евсеевича Гельфгата/, 3А
5546   38.4847222   72.2362673  5252  пер. Хурджин Средн., 3А*
5547   38.5012910   72.2366600  5700  пер. Хурджин Верхн., 3А
5548   38.4973556   72.2843111  5890  пер. Дорофеева-Горбунова, 3Б
5549   38.4930310   72.3890469  6250  пер. Ленинский, 3Б
5550   38.5014900   72.4238500  5482  пер. Челябинцев /Седло Ганцевича, Советских Профсоюзов/, 3А
5551   38.5089500   72.4361531  5405  пер. Бартанг I, 2Б
5552   38.5127060   72.4586990  5395  пер. Каменный цветок, 2Б*
5553   38.5078880   72.4721700  5463  пер. Памир, 2Б*
5554   38.5047527   72.4767461  5472  пер. Гагарина, 2Б*
5555   38.5074980   72.4894430  5683  пер. Комарова, 3А
5575   38.4552210   72.1308260  4831  пер. Дусти-Чап, 2Б*
5576   38.4740530   72.1786670  5180  пер. Одесса, 3А
5577   38.4402222   72.1203611  4982  пер. Mаpx /Дустичап Южн,/, 3А
5578   38.4507796   72.1437537  5252  пер. Дусти-Чап-Ракзоу Ю., 3А
5579   38.4874139   72.2040583  6150  пер. Плечо Ракзоу, 3Б
5580   38.4912417   72.2163750  5790  пер. Ракзоу, 3Б
5581   38.4566620   72.2247600  5070  пер. Выгодный, 1Б*
5582   38.4481554   72.1627179  5193  пер. Мембрана Ракзоу, 2Б
5583   38.4331220   72.2254600  4911  пер. Траверсный, 2Б
5584   38.4221584   72.2304816  4820  пер. Щорса, 2А
5585   38.4000037   72.2396436  5046  пер. Стрельникова Ивана, 3Б
5586   38.4916100   72.2247100  5921  пер. 5921, 2Б*
5587   38.5224022   72.3719711  6158  пер. Революции, 3Б
5588   38.5263178   72.3726846  6014  пер. Вертикаль, 3Б
5589   38.5487800   72.3832600  6188  пер. Паустовского, 2Б
5590   38.5548789   72.3835369  6161  пер. Омара Хайяма, 2А*
5591   38.5648786   72.3764231  6220  пер. Фиккера, 3Б
5592   38.5761110   72.3667070  5942  пер. 60 лет Октября, 3А*
5594   38.5518333   72.3966500  6068  пер. Юбилейный /Зимовщиков-2/, 2Б
5595   38.5612120   72.4132840  5915  пер. Зимовщиков, 2Б
5596   38.5647928   72.4189487  5964  пер. Высокая Стена, 3А
5597   38.5586611   72.4258444  5905  пер. Музкулак, 3Б
5598   38.5634173   72.4617671  5486  пер. Музкулак П. /Музкулак Низкий/, 3А*
5599   38.5596461   72.4189872  5800  пер. Ветреный, 3А
5600   38.6218331   72.4406310  5815  пер. Снежный Барс, 3Б
5601   38.5981770   72.4270640  5682  пер. Находка, 3А
5602   38.6303082   72.4254896  5730  пер. Вильнюсского Университета /Вильнюсского ГУ/, 3А
5603   38.6357778   72.3976944  5973  пер. Бабеля, 2Б
5604   38.6553710   72.4162456  5815  пер. Катаева, 3Б
5605   38.6481510   72.3856380  5757  пер. Сахарова, 3А-3Б
5606   38.6584990   72.3714640  5485  пер. Белая Акация, 3А
5638   38.3486310   72.2488713  4900  пер. Боковой, 1А-1Б
5640   38.4201850   72.3725241  4938  пер. Хуш-Омадед, 2А
5641   38.4090362   72.3772629  4665  пер. Осенний, 1Б
5642   38.4009978   72.3681221  4652  пер. Мраморный Галстук, 2Б
5643   38.3934113   72.3858710  4713  пер. Молочный, 1Б
5644   38.4243000   72.3852028  4768  пер. Первоклассница, 2А*
5645   38.4567500   72.3552400  5350  пер. Шипка, 3А
5646   38.4675800   72.3657700  5100  пер. Кандалакшского клуба туристов, 2А
5647   38.4775800   72.4082800  5150  пер. Железнодорожников, 1Б
5648   38.4812840   72.4303400  4860  пер. Оптимальный, 1Б
5650   38.4644150   72.4896593  5148  пер. Локомотив, 2Б
6962   38.4562058   72.3674495  4650  пер. Обзорный, 2Б
6963   38.5108500   72.3528800  6947  вер. пик Революции /Истиклол/
6964   38.4934611   72.3863639  6060  вер. Вспомогателей
6966   38.4915778   72.0142444  4583  пер. Боковой, 1Б
6967   38.5082410   72.0691890  5150  пер. j43-049-09, ок.3Б
6968   38.5106430   72.1354130  4583  пер. Соколовой, 2Б
6969   38.5793970   72.2772940  5461  пер. Златоуст, 2А*
6971   38.4558030   72.1470471  5198  пер. Дустичап-Ракзоу Сев., ок.2Б
6972   38.4382300   72.1526150  5425  пер. j43-049-33, ок.3Б
6973   38.4604716   72.1546690  5068  пер. Седло Ржепаковского, 3Б
6974   38.4413480   72.2447120  4895  пер. j43-049-43, 3А
6975   38.4141300   72.2734500  4622  пер. Удачный, 2Б
6976   38.4843389   72.3537917  5702  пер. Революции Южн., 3Б
