# id   lat         lon           alt   title /other title/, cat
 360   42.1496300   78.3249400  4049  пер. Айлама, 2Б
 370   42.1666500   78.3094333  4044  пер. Армейских туристов, 2А
 371   42.2195000   78.4472331  4200  пер. Арчалытор Сев., 2А
 372   42.2101900   78.4416800  4200  пер. Арчалытор Южн. /Дюкло/, 2Б
 373   42.2031944   78.2747778  3908  пер. Арчатор, 1А
 374   42.1983400   78.3166800  3900  пер. Асантукум, 2А
 376   42.1010700   78.0303500  3700  пер. Ашутор Зап., 1А
 377   42.2928944   78.4007944  3820  пер. Аютор Вост. /Аютор/, 1А
 378   42.3002500   78.4035900  3830  пер. Аютор Сев., 1Б
 379   42.2874121   78.4119748  3900  пер. Аютор Южн. /Жукова/, 2Б
 380   42.1974200   78.4429200  4400  пер. Маречека /Б.Р. Маречека/, 3А
 381   42.0995411   78.2218451  4047  пер. ВМФ, 2А
 382   42.2741170   78.4222170  3994  пер. Гастелло, 1Б
 383   42.2811000   78.4300700  4070  пер. ГТО, 2А
 386   42.1876465   78.1364089  3900  пер. Джайдектор, 1Б
 387   42.1853333   78.4403833  4186  пер. Джетыогуз /Оюнтер/, 2Б
 388   42.2477500   78.2248300  3700  пер. Джилысу Сев., 1А
 389   42.2406800   78.2346480  3900  пер. Джилысу Центр. /НКИ/, 1Б
 390   42.2316800   78.2475400  3755  пер. Джилысу Южный, 1Б
 391   42.1682300   78.0789600  3500  пер. Джуматай, 1А
 392   42.1285800   78.0833300  3900  пер. Джуматай Зап., 1Б
 393   42.1311500   78.0912500  3800  пер. Джуматай Центр., 1А
 395   42.2509900   78.4321300  3900  пер. Димитрова, 2А
 397   42.1824639   78.1432406  4100  пер. Инструкторов?, 1Б
 398   42.3084656   78.4017289  3900  пер. Иссык-Кульские Перья, 1Б
 400   42.1318873   78.2727520  4300  пер. Карабаткак Зап., 3А
 401   42.1478000   78.1514800  3800  пер. Каратакия, 1А
 402   42.0675694   78.1735389  4300  пер. Карнизный /Олимпийский/, 2А
 404   42.1344100   78.1120600  3929  пер. Кашкатор Сев., 1А
 405   42.1208500   78.1183300  3992  пер. Кашкатор Южн., 1Б
 406   42.1131258   78.2719200  4200  пер. Кельдыке /Загадка Боковая/, 2А
 407   42.0954083   78.2196520  4300  пер. Кельдыке Зап., 2А*
 408   42.0730694   78.1347694  3900  пер. Киче-Борду, 1Б
 409   42.0972894   78.1318417  4100  пер. Киче-Кызылсу /Амфитеатр/, 1Б
 410   42.3131622   78.4095067  3840  пер. Козья тропа, 1А
 412   42.3033500   78.3402900  3394  пер. Кумбель /Восток, Кыр-Кыя/, н/к
 414   42.1013361   78.1363889  3900  пер. Лавинный Зап., 2А
 415   42.1026000   78.1451100  4059  пер. Лавинный Ложный, 1Б
 417   42.2413310   78.4296460  3814  пер. Лукавый, 1А
 418   42.2906000   78.4471300  3820  пер. Менделеевец, 2А
 419   42.1912300   78.4415500  4257  пер. Новосибирцев, 2Б*
 423   42.0692700   78.1383300  3900  пер. Оптимистов, 1Б
 426   42.0975300   78.1244200  4026  пер. Переметный, 1А
 427   42.0968365   78.1168250  4131  пер. Подкова, 1Б
 428   42.2791800   78.4162000  3951  пер. Призывников, 1Б*
 429   42.0924200   78.1881700  3900  пер. Провал, 1Б
 430   42.2224153   78.4421813  4094  пер. Рижан, 1Б
 431   42.2238939   78.4209145  3800  пер. Рижан ложный, 1Б
