# id   lat         lon           alt   title /other title/, cat
8410   69.2633400   91.2983200   903  пер. Омон-Юрях, 1А
8411   69.1225879   91.6070825   300  пер. Дынкенгда, н/к
8417   69.2632200   91.2076100   978  пер. 8417
8418   69.2607400   91.2398900  1034  пер. МИТХТ, 1Б?
8419   69.2262000   91.6817200  1034  пер. 8419, 1А
8420   69.2305100   91.9237600  1007  пер. 8420, 1А
8421   69.2696900   91.8987800  1365  вер. Плато
11519   69.1856940   91.9761950  1195  вер. Светлый
11520   69.0780160   91.1070570  1097  вер. Бильде
11521   69.0110040   91.5667870  1181  вер. Ланга
