# id   lat         lon           alt   title /other title/, cat
7456   55.2749866  110.4245677  1540  пер. Укоинда Юж., 1А, зим.1А
7457   55.2950305  110.3885777  1380  пер. Укоинда, н/к, зим.н/к
7610   55.2355753  110.1698422  1894  вер. Арбан
7634   55.3017467  110.2745998  1580  пер. Ширильды, 1А?
7645   55.2544429  110.3163751  2249  вер. пик Хобой
7646   55.2514220  110.3321462  1830  пер. Хобой, н/к, зим.н/к
7822   55.2374147  110.3390290  2000  пер. Олений, 1А
7823   55.1527474  110.3725944  1400  пер. Иркандан-Межевой, н/к
