# id   lat         lon           alt   title /other title/, cat
7225   37.7135619   73.0440614  4020  пер. Ган
7226   37.7997480   73.1141069  4239  пер. Кыянат
7227   37.8241973   73.1762190  5004  вер. Кызыл-Отек
12711   37.9267950   73.4016970     0  пер. Базардара, 1А
17860   37.9199600   73.3261900  4920  пер. Ак-Джилга, 1А
17868   37.9168300   73.1145500  5200  пер. Эдуарда Рихтера, 2А
18644   37.8001500   73.4255800  4196  вер. Ак-Балык
18645   37.7043700   73.3533300  4407  пер. Шегембет, н/к
