# id   lat         lon           alt   title /other title/, cat
10541   28.7824800   83.5322670  5360  пер. French Pass
10542   28.7460010   83.5590980  6920  вер. Tukuche Peak
10543   28.7978940   83.6094330  6035  вер. Ohampus Peak /Thapa Peak/
10544   28.7097350   83.5292430  5877  пер. NE Col
10545   28.9255950   83.5472330  5124  пер. Sangda Bhanjyang
10559   28.6825810   83.8124930  7134  вер. Tilicho Peak
10560   28.6900800   83.7445260  7061  вер. Nilgiri N
10561   28.6783500   83.7356640  6940  вер. Nilgiri C
10573   28.8279430   83.9838430  6166  вер. Purkung
10575   28.7617960   83.9870220  5312  вер. Gundang
10587   28.7142200   83.8208760  5121  пер. Mesokanto La
10588   28.7908100   83.9400060  5416  пер. Thorung La
