# id   lat         lon           alt   title /other title/, cat
1528   39.9993330   72.1543330  2580  пер. Караоирма Западный, н/к
1529   39.9961670   72.1761670  2857  пер. Караоирма, н/к
1530   39.9796670   72.2085000  3160  пер. Караганды, 1А
1531   39.9646114   72.1990000  3100  пер. Нурлау, 1А
1532   39.9670000   72.2291670  3190  пер. Берсу, 1А
1533   39.9708100   72.2350100  3410  пер. Аустанский, 1Б
1534   39.9975000   72.2573330  3591  пер. Аустан, 1А
1535   39.9770000   72.2690000  3780  пер. Нычке, 1А
1536   39.9662961   72.3227900  3747  пер. Кеккель, 1А
1537   39.9657722   72.3458167  3628  пер. Абшир, 1А
1538   39.9561700   72.3673700  3959  пер. Термес /Термез/, 2А
1539   39.9060500   72.3862300  4212  пер. Джумас, 1Б
1540   39.8850830   72.4025830  4620  пер. Спартакиады, 2А
1541   39.8437090   72.1850080  4220  пер. Чхан Западный, 2Б
1542   39.8382400   72.2125910  4150  пер. Чхан Восточный, 2А
1543   39.8376670   72.2350000  4480  пер. Клайпеда, 2А
1544   39.8221400   72.2130800  4360  пер. Вориц, 1Б
1545   39.8248210   72.2429570  4460  пер. Бевет, 1А
1546   39.8535670   72.2750170  4351  пер. Кашкашкин, 1Б
1547   39.8352500   72.3187300  4541  пер. Тегермач, 1Б
1548   39.8407950   72.3513200  4412  пер. Стрекоза, 2А
1549   39.8509870   72.3805240  4492  пер. Кюри, 2А
1550   39.8736670   72.4304170  4500  пер. Гезарт Ложный, 1Б
1551   39.8750830   72.4318330  4481  пер. Гезарт, 1Б
1552   39.8762330   72.4406000  4600  пер. Авантюра, 2Б
1553   39.8880450   72.4574190  4550  пер. Гезарт Короткий, 1Б
1554   39.8971331   72.4630831  4680  пер. Высоцкого, 1Б*
1555   39.9211300   72.4349000  4350  пер. Гезарт Северный, 1Б
1556   39.9256520   72.4674840  4320  пер. Баркалак Южный, 1Б
1557   39.9309960   72.4614390  4370  пер. Баркалак, 1Б
1558   39.8535270   72.4914620  4103  пер. Кичик-Алай, н/к
1565   39.6685000   72.0694861  3776  пер. Артала /Акташ/, нк
1566   39.6947167   72.0621500  3995  пер. Каинды, 1А
1567   39.6721670   72.1301670  3627  пер. Тенгизбай, н/к
1568   39.6734200   72.1573400  3811  пер. Койджулы /Кой-Джол/, н/к
1569   39.6829000   72.1778600  4150  пер. Суук, 1А
1575   39.6776670   72.3350000  4067  пер. Каук, 1А
1578   39.7033000   72.3993700  4072  пер. Текесалды /Тексалды/, 1А
1579   39.7265330   72.4640830  4276  пер. Тюзашу, 1А
1582   39.8322694   72.4855611  4220  пер. Обходной, 1А
5334   39.8786500   72.3943560  4710  пер. Разведовательный, 1Б
6450   39.7969300   72.4961800  4400  пер. Солнечный, ~2А
6918   39.8877778   72.4825000  4680  пер. Мунку, 2Б
6919   39.8833333   72.4872222  4670  пер. Акарт Западный /Ак-Арт Западный/, 1Б
7103   39.8763889   72.4861111  4913  вер. 4913
7875   39.8431933   72.3341650  4355  пер. Зебра, 1Б
7988   39.9177640   72.4783540  4600  пер. Баркалак Высокий, 2А
7998   39.8647620   72.4118140  4935  вер. Гезарт, 1Б
12079   39.9104167   72.3861833  4324  вер. Джумас, 1Б
12080   39.8487170   72.4066000  4360  пер. Тотемный /?201/, 1А*
13636   39.8192200   72.4271100  3905  пер. 3905, н/к
14474   39.9108100   72.3821500  4214  пер. День Сурка /N11/, 1Б
14485   39.6708331   72.4708331  3305  пер. Большой Арык, н/к
14499   39.8612300   72.2259300  3952  пер. Жилан, 1А
14504   39.9744831   72.2834331  3792  пер. Нурай, 1А
14505   39.9280500   72.3340500  3309  пер. Обходной, 1А
14518   39.7595200   72.4620700  4330  пер. Кара-Булак, 1Б
14538   39.8544400   72.4687300  4160  пер. Кичик-Алай-2, н/к
14540   39.8431800   72.4626700  4158  пер. 4158, н/к
14571   39.8722767   72.4277433  3560  пер. Гезарт Высокий, 2А
15874   39.9636570   72.0631820  2700  пер. Банд /Тамчы/, н/к
18048   39.7382250   72.4880222  4429  пер. Тюзашу Северный, 1А
18093   39.6779900   72.0067900  4120  пер. Театральный, 1А
18261   39.7671200   72.0067100  3908  пер. Обходной
18357   39.9785300   72.4114500  4518  вер. Кальта-Тер
