# id   lat         lon           alt   title /other title/, cat
14728   42.9454500   43.5461500  3917  вер. Уруймаговой /Езетхан Уруймаговой /, 1Б
14730   42.9568167   43.5319167  3795  пер. ВДВ, 2Б
14735   42.8447900   43.5890300  3722  вер. Таймази В. /Таймази Восточный/, 2Б
14736   42.8418300   43.5961100  3560  пер. Киртыш, 2А
14737   42.8127200   43.6389000  4146  вер. Цихварга, 2Б
14778   42.9742700   43.5252300  3516  пер. Оксана, 2А
14993   42.9904600   43.6292600  3284  пер. Шутка, 1А
14994   42.9786670   43.6216000  3169  пер. Крошка, 1А
15075   42.6533250   44.7634083  4291  вер. Бачахи
15076   42.6999900   44.8668767  3869  вер. Маамгос
15077   42.6360583   44.7140983  3702  вер. Леракт
15078   42.6485283   44.7159000  4048  вер. Шино
15079   42.7143383   44.7515633  3944  вер. Салги
15080   42.7038050   44.7440533  4117  вер. Киччочкорт
15081   42.6165833   44.7443317  3632  вер. Кора
15082   42.6745000   44.6916533  4072  вер. Куро /Куру/
15083   42.6646950   44.7561767  4367  вер. Дзенеладзе
15084   42.6917417   44.8855883  3560  вер. Насинит
15085   42.7103967   44.9118950  3312  вер. Шуацхвири
15086   42.7179333   44.8694983  3898  вер. Мартинисмта
15087   42.7441917   44.7135050  3670  вер. Малчечкорт
15088   42.6863867   44.8608700  3755  вер. Тателисмагали
15089   42.7286833   44.7381333  3963  вер. Арзи
15090   42.6159433   44.8270933  3970  вер. Гвелисмта
15091   42.7506133   44.9258633  3209  вер. Терхкорт
15092   42.6416467   44.8221583  3963  вер. Сахарисмта
15095   42.6070367   44.9621917  3171  вер. Клитетмагали 
15098   42.5457933   44.7924183  3842  вер. Чаухи Северная
15099   42.5303300   44.7702733  3688  вер. Чаухи /Бурсачили/
15100   42.5393433   44.7613050  3436  вер. Тиканадзе
15101   42.5393117   44.7710900  3424  вер. Такаишвили
15105   42.5351333   44.7778667     0  вер. Рчеулишвили
15107   42.5491667   44.5966667  2929  пер. Нарвани Ложный, 1А
15108   42.5566667   44.5711111  2799  пер. Гендети, н/к
15110   42.6548400   44.7653817  4345  вер. Чавчавадзе
15130   42.7963889   43.6119444  3082  пер. Выходной, 1А
15131   42.6538889   43.6216667  3076  пер. Западное Плечо Алавидзе, 1Б
15132   42.6575000   43.6325000  3070  пер. Чхаури, 1Б
15133   42.8022222   43.5961111  3162  пер. Коднарульский, 1А
15136   42.8197222   43.5936111  3532  пер. Киртишо /Ленинские горы/, 2А
15137   42.7105381   44.8940869  2984  пер. Шуацхвири, 1А
15139   42.5105831   44.4933331  2970  пер. Гудаури /Коби/, н/к
15149   42.5106130   44.8144970  3137  пер. Гудамакарский Южн., 2А
15150   42.5432000   44.5905831  3010  пер. Нарвани Ложный, 1А
15151   42.5145950   44.6571070  2900  пер. Сагудомакро, 1А
15152   42.5395650   44.7921230  3700  пер. ТГУ, 2Б
15215   42.7644667   44.3986333  3664  вер. 3664, 1Б
15434   42.8835750   43.7778556  2800  пер. Кафанта, н/к
15477   42.6498000   43.9467167  3138  вер. Тохта, нк
15478   42.7337333   44.0825167  3682  вер. Инесс Сев.
15479   42.7344833   44.0842500  3600  пер. Комлагат Зап.
15529   42.9416330   43.5729170  3686  пер. Комсомолец, 1Б*
15531   42.9819830   43.5719830  3200  пер. Геологический /Геологический Суганский, Пальцы/, 1А
15532   42.9665700   43.6136100  3258  пер. Лопе Де Вега, 1А
15533   42.9622000   43.5888670  3722  пер. Трех гномов, 1А
15570   42.9358900   43.5960800  3502  пер. Белаг Ложный, 2А
15571   42.9646700   43.5819900  3971  вер. Белягихох Южная, 1А
15572   42.9690600   43.6038800  3200  пер. Пальцы, 1А
15732   42.8924556   43.9195417  2488  пер. Саварафиаг, н/к
15733   42.8964972   44.0555611  3052  вер. Ходвцек, н/к
15734   42.8960250   44.0751528  3046  вер. Косанраг, 1А
15735   42.8724278   44.2375694  3439  вер. Кариухох Главный, 1А
15736   42.9018417   44.0292333  2710  пер. Ходский, н/к
15746   42.7458200   43.7940800  4462  вер. Чанчахи
15806   42.8240380   43.9029030  3392  пер. Садон Верхн., 1А
15807   42.9072900   43.8242270  2264  пер. Сардивцег, нк
15809   42.8248170   43.9351880  2954  пер. Сурх, 1А
15810   42.9020350   44.0283620  2685  пер. Ходский, нк
