# id   lat         lon           alt   title /other title/, cat
11344   61.9395400  142.7844800  2570  вер. Улахан-Чистай
11354   61.9251620  142.8792713  1815  пер. Зефир /Мир/, н/к
11392   61.8823580  142.2888290  1500  пер. Плато, н/к
11393   61.8719550  142.4387720  1800  пер. Эредукан, 1А
11394   61.8799080  142.4416170  1780  пер. Ясный, 1А
11395   61.9055390  142.7842030  1700  пер. Проходной, н/к
11396   61.9233460  142.9997300  2100  пер. Грозовой, н/к
11969   61.9544240  142.0042540  1577  вер. Камка
11976   61.9377920  142.1111081  1905  вер. Верх.Дольная
11977   61.9841130  142.1251030  1653  вер. Чистая
11978   61.9550700  142.1879310  1909  вер. Центральная
11979   61.9608094  142.2966336  1817  вер. Анахорет
11980   61.9900800  142.2806280  1922  вер. Граничная
11981   61.9224430  142.2631031  1910  вер. Крутая
11982   61.8836340  142.1312830  1753  вер. Конус
11983   61.8671250  142.2147100  1827  вер. Архар
11984   61.9844360  142.3767739  1941  вер. Гранит
11985   61.8611569  142.3930758  2239  вер. Зубец
11986   61.8460710  142.3070640  1741  вер. Тране
11987   61.8988400  142.4860813  2012  вер. Камень
11988   61.8389420  142.4413030  2429  вер. Тирс
11989   61.8003510  142.4952050  2343  вер. Поднебесная
11990   61.7969440  142.5918253  2430  вер. Тройной Зубец
11991   61.7859080  142.0938610  2171  вер. Небесная
11992   61.8381320  142.0732620  1835  вер. Юж.Отрог
11993   61.7043120  142.0516320  1738  вер. Средняя
11994   61.6875430  142.1148040  1899  вер. Обзорная
11995   61.6735350  142.0265859  1741  вер. Обрыв
12001   61.7039860  142.2365516  1721  вер. Лион
12004   61.9639470  142.2130751  1550  пер. Охотский, н/к
12005   61.9503880  142.4066280  1450  пер. Куйдусунский, н/к
12006   61.9345610  142.5899620  1400  пер. Царский, н/к
