# id   lat         lon           alt   title /other title/, cat
4385   43.0010944   77.2241500  4200  пер. Попова, 1Б
4386   43.0089083   77.2297250  4320  пер. Тогузак Южн. /Мурынтау-С.Зыкина/, 2А
4387   43.0154944   77.2351194  4200  пер. Тогузак, 2А
4388   43.0257167   77.2279667  4200  пер. Калесника Южный, 2А
4389   43.0319000   77.2352667  4200  пер. Калесника Центральный, 2А
4390   43.0425472   77.2327667  4220  пер. Калесника /Курганный/, 2А*
4391   43.0448028   77.2326778  4250  пер. Зоркий, 2Б
4392   43.0634833   77.2402250  4270  пер. МЮД /Международный юношеский день/, 1Б
4393   43.0709361   77.2387083  4250  пер. Северцова, 2А
4396   43.0730778   77.2523639  4180  пер. ОПТЭ /Общество пролетарского туризма и экскурсий/, 2А*
4397   43.0722528   77.3015083  4300  пер. Уральцев, 2Б
4398   43.0782556   77.3092389  4250  пер. Бивачный /Ленинградский/, 2А
4399   43.0880500   77.3105500  4400  пер. Суровый, 2А*
4400   43.1005472   77.3186361  4390  пер. Актюз, 3А
4402   43.1108056   77.3324561  4700  пер. Талгарский провал, 3А*
4403   43.1148972   77.3341667  4905  пер. Талгар Центральный, 3Б
4404   43.1216639   77.3416667  4950  пер. Талгар Северный, 3Б
4405   43.1274722   77.3424500  4550  пер. Копртюз, 3А*
4406   43.1296667   77.3478611  4400  пер. Корженевского, 3А
4407   43.1393778   77.3612639  4520  пер. Копр, 2Б*
4408   43.1334750   77.3776389  4500  пер. Жарсай, 3А
4409   43.1231111   77.3923028  4393  пер. Петра I, 3А
4410   43.1074000   77.4233000  4048  пер. Кокбулак, 1А*
4411   43.0923000   77.4467556  4000  пер. Междуутесный, 1Б
4412   43.0742472   77.4687917  4050  пер. 25 лет Казахстана, 1Б*
4413   43.0772611   77.4936306  4050  пер. Григорьева Западный, 2А*
4439   43.0104250   77.2419250  4420  пер. Джусанды-Кунгей, 2А
4440   43.0013889   77.2611111  4400  пер. Новосибирцев, 2А
4442   43.0378333   77.2532000  4211  пер. Обходной, 2А
4443   43.0707833   77.3132250  4475  пер. Акгюль, 2А
4444   43.0635417   77.3190694  4400  пер. Акгюль Южный, 2А
4445   43.0577830   77.3250000  4500  пер. Белый, 2А
4446   43.0538889   77.3363889  4570  пер. Иссыктен-Чоху, 2Б
4447   43.0591100   77.3469600  4000  пер. Всеобуч, 2А
4448   43.0916667   77.3458333  4450  пер. Близнец, 1Б
4475   43.0011830   77.0913670  4002  пер. Молодая Гвардия /Советских альпинистов/, 1Б
4476   43.0119750   77.0861000  4150  пер. Четырех, 2А
4477   43.0265833   77.0846667  3973  пер. Туристов, 1А
