# id   lat         lon           alt   title /other title/, cat
5890   37.0107917   72.0290472  5250  пер. М.Мусина /Остана/, 2А
5891   37.0413500   72.0569639  5700  пер. Узбекских туристов, 3А
5892   37.0491639   72.0766667  5120  пер. Эльфов, 2Б
5893   37.0616333   72.0943167  5060  пер. Казачий дозор, 3А
5903   37.0615556   72.0590583  4900  пер. Ольга, 2Б*
5904   37.0392278   72.0744806  5010  пер. Медыр, 2Б*
5906   37.0583306   72.0683028  4750  пер. Джарх, 1Б
5911   37.0885444   72.0873861  4700  пер. Зардив, 2А
5912   37.0766444   72.0941750  5000  пер. Строитель, 3А
5913   37.0677389   72.1198083  5720  пер. Рацека, 3А
5914   37.0710444   72.1298806  5600  пер. Чибуд, 3А*
5915   37.0896694   72.1803750  5480  пер. Латышских стрелков, 2Б
5916   37.0823278   72.1651333  5100  пер. Спортклуба РЭЗ, 3А*
5917   37.0812083   72.2038028  5140  пер. Ганзек, 2А
5918   37.1032333   72.1813444  5230  пер. Ямчун, 2А
5919   37.0966111   72.1823306  5200  пер. Юрия Визбора, 2Б*
5921   37.1097694   72.1700306  5020  пер. Шобик Ю., 2Б
5923   37.1215056   72.1813500  4770  пер. Шобик В., 1Б
5924   37.1082417   72.1818583  5300  пер. Уважаемых людей, 2А
5925   37.1114250   72.2062444  4800  пер. Джентив С., 2А
5926   37.1027278   72.2072583  5120  пер. Джентив, 2Б
5928   37.1145222   72.2398056  5060  пер. Андиз, 2Б
5930   37.0952056   72.2532194  5350  пер. 90 лет Новосибирска, 3А*
5931   37.0881250   72.2851944  5090  пер. Ямг, 1Б
5932   37.0981194   72.2957056  5500  пер. Марко Поло, 2Б
5933   37.1249000   72.2966139  5160  пер. Гауя, 2Б
5934   37.1057333   72.2923139  5200  пер. Эльсберга, 3А
5935   37.1365139   72.3086750  5100  пер. Внукут, 2А
5936   37.1522472   72.3098472  5100  пер. XXVII съезда КПСС, 3А
5937   37.1641028   72.3511556  5000  пер. Ходаш, 1А
5938   37.1653139   72.3630833  4800  пер. Вранг, 1А
5941   37.1599528   72.4132972  5150  пер. Хацак, 2А
5942   37.1545778   72.4284139  5540  пер. Маршала Жукова, 3А
5943   37.1554667   72.4363556  5600  пер. Даугава, 3Б
5944   37.1680780   72.4606732  5650  пер. Нишгар, 3А
5945   37.1667306   72.4699444  5750  пер. Лазар, 3А
5953   37.2146200   72.3464200  4700  пер. Светлый, 2А
5956   37.1887139   72.4115750  4850  пер. Врхац, 1Б
5957   37.1720972   72.3978556  5000  пер. Вечерний, 2А
5959   37.1790167   72.4150167  4750  пер. Разведчиков, 1Б
5961   37.1823355   72.4669910  5025  пер. К.Маркса, 1Б
5969   37.1527611   72.4183694  5640  пер. Рига С., 3А
5970   37.1474250   72.4088889  5620  пер. Рига, 3А
5971   37.1493667   72.4342444  5740  пер. Овальный, 2Б
5972   37.1559345   72.4760544  6370  пер. Нишгар Центр., 3А
7336   37.1609401   72.4815377  6723  вер. пик К.Маркса
7798   37.0964091   72.2458228  5875  вер. пик Джентив
9636   37.0161583   72.0477500  5650  пер. Сарышитхарв, 3А
9637   37.1262778   72.4087167  5600  пер. Чонджирав /Чокуджираф/, 2Б
9640   37.1626611   72.4478694  5750  пер. Железнодорожник /Зап. плато пика К. Маркса/, 3Б
9687   37.1083694   72.4776000  5392  пер. Дриж, 2А
9693   37.0634000   72.0520600  5077  пер. Чахлозар Новый, 1Б*
9695   37.1383600   72.0517400  4200  пер. Зардив Ю., 1А
