# id   lat         lon           alt   title /other title/, cat
1724   39.2643440   69.5026510  4280  пер. Такоб /Тайгоб/, 1Б
1725   39.2608706   69.5151941  4280  пер. Любимых, 2Б*
1726   39.2577933   69.5220300  4400  пер. Карачуны, 3Б
1727   39.2601528   69.5390111  4400  пер. Студеный, 3А
1728   39.2566500   69.5484400  4500  пер. Куйбышева, 3А
1729   39.2632711   69.5591661  4260  пер. Олимпийский /Олимп/, 3А
1731   39.2770500   69.5736700  4970  пер. Башкирия /Башкортостан/, 3А
1733   39.2794444   69.5761667  4820  пер. Молодость Сибири, 3А
1735   39.2661194   69.5961722  4300  пер. Согдийский, 2Б*
1736   39.2601619   69.6189039  4113  пер. Такали С., 2А
1737   39.2758220   69.6442870  4240  пер. Буревестник, 2А*
1738   39.2810360   69.6548610  4430  пер. Седло Такали, 2А
1739   39.2770556   69.6627222  4357  пер. Сентябрьский, 1Б
1740   39.2779300   69.6802100  4180  пер. Волган, 1Б
1741   39.2825600   69.6915600  4300  пер. Волган В., 1Б*
1742   39.2869700   69.6948900  4340  пер. Ти Шах, 1Б
1743   39.2948844   69.7099337  4340  пер. Таджутдин, 3А*
1744   39.3022604   69.7243219  4060  пер. Душанбе, 2А
1745   39.3091167   69.7408333  4100  пер. Джиндон, 2А
1746   39.3132949   69.7616965  4460  пер. Демнора С., 2А*
1747   39.2905542   69.7681156  4290  пер. Демнора Ю., 1Б
1748   39.2737904   69.7691085  4420  пер. Веры Криворучко, 2А
1749   39.2651659   69.7831244  4280  пер. Криворожский, 2Б
1750   39.3312113   69.8982209  3730  пер. Пакшиф, 1А
1775   39.2712500   69.5042000  4200  пер. Волга, 2А
1784   39.2803056   69.5797222  4950  пер. Дальневосточников Южный, 3А
1785   39.2849900   69.5816100  4720  пер. Дальневосточников Центр., 3А
1786   39.2921300   69.5890300  4950  пер. Летчика Игоря Егорова /ЛИЕ, Дальневосточников Сев/, 3А*
1791   39.2784550   69.5858630  4820  пер. Б. Пастернака, 3А
1792   39.2803139   69.5968861  4310  пер. Боковой, 2А
1793   39.2855420   69.6691970  4100  пер. Плакарный, 2Б-3А
1794   39.3136111   69.7034611  4350  пер. Волган-Джиндон Верх., 3А
1818   39.1864204   69.5048622  3540  пер. 3540, 1А
1819   39.1734100   69.5204500  3226  пер. Захоб, н/к
1820   39.1037222   69.5386389  4245  пер. Неожиданный /Нежданный/, 1А*
1821   39.0963806   69.5398019  4360  пер. Снежного барса, 1Б
1822   39.0868667   69.5438667  4248  пер. Транзитный, 1Б
1823   39.0884740   69.5529020  4180  пер. Лиго, 1Б
1824   39.1051481   69.5815889  4060  пер. Сангдара Центр., 2А
1825   39.1122281   69.5879589  4060  пер. Сангдара /Самара/, 1Б*
1826   39.1122931   69.6125111  3940  пер. Ханака З. /Канак/, 1Б
1827   39.1081089   69.6212161  3968  пер. Ханака Вост. /Субаши, Ханака-1/, 1Б
1828   39.1041600   69.6350400  4260  пер. Фронтовых бригад, 2А
1829   39.1079983   69.6513486  4220  пер. Сорбо /Каняз, Фестиваль-85/, 2А
1830   39.1265922   69.6499550  4250  пер. Московской Олимпиады, 2А
1831   39.1448556   69.6457917  4250  пер. Ягноб, 2Б*
1833   39.1488031   69.6706611  4230  пер. Гастелло (С., Ю.), 3А,
1834   39.1642700   69.6671800  4062  пер. Старый, 1А
1835   39.1842806   69.6816333  3940  пер. Кумбель-1, 1А
1836   39.2042494   69.6831739  4100  пер. Кумбель-2 /Зиерат/, 1А
1838   39.2184094   69.6844864  4100  пер. Логичный /Дар/, 1Б*
1840   39.2257000   69.6882833  4060  пер. Кунтамас /Гиссар Ю./, 1А
1841   39.2390300   69.6922000  4140  пер. Гиссар С., 1А
1843   39.2643600   69.6692800  4140  пер. Такали, 1Б
1844   39.2715278   69.6649722  4175  пер. Такали Верх., 1Б
1859   39.1517630   69.6429970  4260  пер. Акбали, 2А*
1860   39.1698333   69.6387167  3937  пер. Акбали-2, 1Б
1861   39.1880930   69.6089960  3500  пер. Панорамный, н/к
1862   39.1928931   69.5887831  3359  пер. Пастуший /Обходной/, н/к
1872   39.0904928   69.5316534  4260  пер. Волнистый, 2А
1873   39.0829700   69.5173200  4140  пер. Покрут II, 2А
1874   39.0869289   69.5277250  4100  пер. Покрут I, 1Б
1875   39.0663207   69.5167082  4160  пер. Ю.Визбора, 2А
1876   39.0666167   69.5169833  4017  пер. Пичев, 1А
1877   39.0618250   69.5062710  3900  пер. Озерный, 1Б
1878   39.0400500   69.5393500  3820  пер. Мушкруд, 1А
1879   39.0392590   69.5524290  3820  пер. Курук, 1А*
1880   39.0155340   69.5337230  3980  пер. Каньонный, 1Б
1886   39.0934980   69.6526110  4290  пер. 40 лет Победы, 2А
1887   39.0938419   69.6864931  3940  пер. Оби-Барзанги /Срез Барзанги/, 1Б*
1888   39.0400240   69.6563030  4020  пер. Виктория, 1Б
1889   39.1114800   69.5144500  4100  пер. Учебный, 2А
1890   39.2189200   69.6615200  4100  пер. Школьный, 1Б
1891   39.2137261   69.6726681  4180  пер. Узловой, 1Б
1896   39.2233800   69.7008300  3900  пер. Кунтамас-Наукрум, 1Б
1931   39.1438400   69.6777600  4245  пер. Золотарева Ю.И., 3А
1932   39.1431100   69.6953600  4060  пер. ДКТ /Душанбинского клуба туристов/, 2Б
1933   39.1483420   69.7147750  4100  пер. Каровый, 2Б*
1934   39.1419260   69.7252270  4100  пер. Ди-Сер-Та, 3А
1935   39.1360200   69.7421600  4060  пер. Граненый, 2Б
1936   39.1365200   69.7526470  4100  пер. Зебо /Зябо/, 2Б
1937   39.1414900   69.8056100  4060  пер. Союзный /Гориф I/, 2А
1938   39.1295661   69.7760619  4000  пер. Бугинек /Гориф II/, 2А
1939   39.1456600   69.8245090  4100  пер. Ветреный, 2А
1940   39.1234511   69.8468250  3980  пер. Сангикар /Хирсон, Бугуны, Сары-Кобды, Молодежный/, 1Б
1943   39.0014230   69.8556900  3670  пер. Шодмони, 1А*
1947   39.1484720   69.6835940  4160  пер. Кринички, 2Б
1948   39.1472400   69.7636600  4080  пер. Рижских девченок, 1Б*
1949   39.1559200   69.7635300  4100  пер. Ригонда, 1Б
1950   39.1507300   69.8177300  4000  пер. Авиаторов, 2А
1951   39.1449739   69.8696981  3857  пер. Даштихирсон /Сары-Джазира, Хирсон/, 1Б
1952   39.0650500   69.9615400  3860  пер. Луговой, 1А
7182   39.1218000   69.6471800  4709  вер. Каттабарзанги
7184   39.2890228   69.6967397  4816  вер. Волган
9487   39.1083611   69.5259722  4200  пер. Кальтакуль Южный, 2А
9579   39.1403281   69.6748750  4195  пер. Дополнительный /Проходной/, 1Б
12935   39.3070944   69.7053722  4450  пер. Омар Хайям Ю., 3А*
12939   39.3089900   69.7014939  4250  пер. Кулуарный, 3А
12940   39.3086269   69.7047669  4450  пер. Омар Хайям С., 3А
13395   39.2582028   69.5186778  4560  пер. РГО /Русского географического общества/, 2Б
13396   39.2758500   69.5092000  4330  пер. Ресничка, 2А
14275   39.2983700   69.5964100  5085  вер. Саманканд
14286   39.1430400   69.6420800  4637  вер. Барф
14289   39.1216700   69.5951300  4521  вер. Кичикбарзанги
14290   39.2794400   69.6596700  4544  вер. Такали
14291   39.2426900   69.5720400  4273  пер. Гульбас, 2А
14292   39.2336700   69.5789100  4315  вер. Гульбас
17680   39.1476000   69.8187200  4312  вер. Гориф
17684   39.2515300   69.5615700     0  вер. Такали-Ушба
17701   39.0182000   69.6564700     0  пер. Ташкуват
17702   39.0341000   69.9129400  3980  пер. Хирсон, 1А
17703   39.1426800   69.8103500  3890  пер. Гориф, 2А
17704   39.1347200   69.7647700  4030  пер. Проходной, 1Б*
17706   39.2937200   69.5942700     0  вер. Бухара
17719   39.2841600   69.6487700     0  вер. Игла
17721   39.2863500   69.6511700  4450  пер. Седло Иглы, 3Б
17722   39.2912300   69.6482100     0  пер. Сыпучий, 3А
17724   39.2977100   69.8494600  4100  пер. Блакитный, 2А
