# id   lat         lon           alt   title /other title/, cat
1465   39.8380100   71.8338300  4500  пер. Романтик /25 лет т/к Романтик/, 2Б
1466   39.7819170   71.7138330  4950  пер. Скрытный, 2Б
1467   39.8092111   71.7497889  4640  пер. 100-летия Ферганы, 2Б
1468   39.8225600   71.8381800  4600  пер. Строитель, 2Б
1469   39.8282667   71.7186000  4585  пер. Сурметаш-Даван, 1Б
1470   39.8241917   71.7344444  4600  пер. Сыпучий, 2А
1471   39.7943806   71.7215000  5090  пер. Ташкент, 3А
1472   39.8357500   71.8699167  4250  пер. Трум, 1Б
1473   39.8903111   71.8168861  3600  пер. Туристов, 1А
1474   39.7917500   71.7558750  4980  пер. Узбекистан, 3Б
1475   39.8913889   71.7227778  4000  пер. Урожай, 1А
1476   39.9125000   71.8040278  3500  пер. Уларды, 1Б
1477   39.8115389   71.7932000  4670  пер. Улитор зачетный, 1Б
1478   39.8090500   71.7961000  4645  пер. Улитор, 2А
1479   39.8869444   71.9452778  3900  пер. Ундукель, 1Б
1481   39.8075333   71.8063000  4720  пер. Фергана, 2А
1482   39.8115500   71.8102167  4690  пер. Ферганских спасателей, 2А
1483   39.8479028   71.9401750  4300  пер. ФКТ /Ферганского клуба туристов/, 2А
1484   39.8636331   71.7273169  4130  пер. Четырех, 1А
1485   39.8516111   71.7230944  4132  пер. Четырех Верхний, 1Б
1486   39.8304800   71.8990800  4500  пер. Шаит, 3А
1487   39.8614450   71.9462020  4210  пер. Шиббе, 1Б
1488   39.8076700   71.7305400  4780  пер. Шигоу, 2Б
1489   39.8386600   71.8638000  4300  пер. Юрия Визбора, 2Б*
1490   39.7601333   71.7183167  4900  пер. Авиационный, 2А
1492   39.7666400   71.7042300  4840  пер. Дальний, 2А
1493   39.7258056   71.8782056  4100  пер. Девяти, н/к
1494   39.7200600   71.8253700  4600  пер. 25-летие РВСН, 3Б
1495   39.8030556   71.6516667  4420  пер. Генерала Панфилова, 2Б
1496   39.7860472   71.6568389  4550  пер. Затяжной Южн. /Кадомжаец/, 1Б
1497   39.7919389   71.6544833  4500  пер. Затяжной Сев., 1Б
1498   39.8083389   71.6400472  3870  пер. Зеленоградский, 1Б
1499   39.7582400   71.6761800  4420  пер. Караказык, 1А*
1500   39.7612361   71.6830667  4450  пер. Караказык Спортивный, 1Б*
1501   39.6999500   71.9303167  4238  пер. Кашкаин /Кошкаин/, 1Б
1502   39.7293056   71.8183333  4600  пер. Космонавтов, 3Б
1503   39.7333333   71.8188889  4600  пер. Космонавтов Сев. /Космонавтов-II/, 2Б
1504   39.7534100   71.7352100  4650  пер. Крылья Советов, 2Б
1505   39.7425000   71.8869444  4500  пер. Красный, 1Б
1506   39.7704722   71.6967500  4820  пер. Гаджир Южный /Курба, Журба, Спартак/, 3А
1507   39.7506528   71.7571417  4580  пер. Ледовый, 2Б
1508   39.7383694   71.7352222  4580  пер. Левинской, 2А
1509   39.7320139   71.6486333  4425  пер. Мирный /Дракон/, 3А
1510   39.7289722   71.6164722  4320  пер. Музыкантов, 1Б
1511   39.7483170   71.8311330  4400  пер. Пальцы, 1Б
1512   39.7310350   71.6460900  4380  пер. Памяти Друзей, 3А
1513   39.7001300   71.9175400  4270  пер. Панорамный, 2Б
1514   39.7488889   71.7969444  4400  пер. Советских Школьников, 2Б
1515   39.7510700   71.7474400  4670  пер. Снежный, 2Б
1516   39.7155250   71.9465222  4300  пер. Саук-Джайляу, 1А
1518   39.6997222   71.9483333  4200  пер. Спартаковец, 1Б
1519   39.7458333   71.8226000  4400  пер. Трех, 1Б
1520   39.7340528   71.8249556  4540  пер. Узловой, 2А
1521   39.7455830   71.7391000  4510  пер. Уллукол, 1Б
1522   39.7486111   71.6730556  4400  пер. Ферганской Правды, 2Б
1523   39.7240600   71.5948400  4780  пер. Фрунзе, 2А*
1525   39.7361500   71.5983333  4450  пер. Чапаева, 2А
1526   39.7331028   71.7352806  4600  пер. Шахдар, 2А
8153   39.6870000   71.5312167  4875  пер. Мечта, 2А*
8154   39.8094028   71.6555944  4230  пер. Панфилова Северный /Генерала Панфилова Сев./, 1Б
8155   39.7437900   71.5553100  4340  пер. Иоффе Северный, 1Б
8460   39.7855556   71.7401389  4600  пер. ЦТК /Центральные курсы/, 1Б
9354   39.6862000   71.9935000  4120  пер. Кочкорчи /Кичик-Бель/, 1Б
9355   39.7357667   71.9481778  4200  пер. Куратор /Куратер/, 1Б
9358   39.7721389   71.6924000  4842  пер. Металлист /Спартак 2/, 2Б
9598   39.8225333   71.7261167  4660  пер. Гаджир Сев., 2А
9616   39.8166833   71.7643833  4950  вер. Акташ, 2Б
9617   39.8135667   71.7921500  4750  вер. Зачетная, 1Б
12076   39.7916667   71.7203667  5248  вер. Ташкент, 2Б
12614   39.7802500   71.6639833  4829  вер. 20 лет Дугобы, 1Б
12636   39.8757528   71.7470472  4133  вер. Новичок, 1Б
12637   39.8091972   71.8097750  4870  вер. Фергана, 2А
12638   39.8539472   71.7676306  3999  вер. Дугоба, 2А
12639   39.9198472   71.7724972  3196  вер. Малый Замок, 2А
12949   39.7066944   71.5623111  4460  пер. Алаудин Сев., 1Б-2А
13762   39.7686111   71.6925000  4870  пер. Спартак Зап., 2А
14373   39.6941800   71.8763000  4335  пер. Рига, 2А
15487   39.8672306   71.8029750  4120  вер. Комсомольская, 1Б
15617   39.9191333   71.7790028  3180  пер. Малый Замок, 1А
15873   39.9585270   71.9868000  3130  пер. Айлагыр, н/к
15885   39.9091980   71.9789530  4000  пер. Охотничий, 1Б
15886   39.9294380   71.9479770  3260  пер. Ташкол-Кунтевес, н/к
16464   39.7149083   71.8334472  4625  пер. Ферганской КСС, 3А
18256   39.6972500   71.5120300  5044  вер. Кичик-Айлама
18257   39.6830556   71.5381944  5100  вер. Зимовщиков
18259   39.6738300   71.7591300  4281  вер. Маленький Принц
18260   39.6854900   71.8358700     0  вер. Мраморная
18262   39.7595600   71.9436700  5227  вер. Саук-Джайляу Центральный
18264   39.7577500   71.9565900  4800  вер. Саук-Джайляу Белый
18265   39.7621700   71.9399800     0  вер. Саук-Джайляу Западный 1
18266   39.7669500   71.9352600     0  вер. Саук-Джайляу Западный 2
18267   39.7619700   71.9668900  4730  вер. Саук-Джайляу Юго-Восточный
18268   39.7466300   71.8873200     0  вер. ЛТИ
18269   39.7673500   71.8460800     0  вер. 22-й Олимпиады
18270   39.7547222   71.8381944  4900  вер. Ленинградец
18271   39.7441900   71.8254400     0  вер. Пальцы
18272   39.7388700   71.8277100     0  вер. Карлытаг
18273   39.7319100   71.8173300  4696  вер. Гагарина
18274   39.7276400   71.8188300  4721  вер. Титова
18275   39.7192000   71.8281400  4802  вер. Николаева
18276   39.7163300   71.8328600  4691  вер. Поповича
18277   39.7126300   71.8356900     0  вер. Быковского
18278   39.7138900   71.8443600  4716  вер. Терешковой
18279   39.7021400   71.8329500  4612  вер. Добровольского
18280   39.7006800   71.8381800     0  вер. Пацаева
18281   39.6978400   71.8409300     0  вер. Волкова
18282   39.6980100   71.8267700     0  вер. Спасателей
18283   39.7118400   71.8531200  4806  вер. Сыновей
18284   39.6989700   71.8723400  4616  вер. Салиевой
18285   39.7180100   71.8608000     0  вер. Звездный
18286   39.7750300   71.9649100  4960  вер. Саук-Джайляу Восточный
18287   39.7792600   71.9713500     0  вер. Саук-Джайляу Двузубка
18288   39.7554100   71.8129100  4700  вер. Москвич
18289   39.7641500   71.8118300     0  вер. Орлова
18290   39.7537500   71.7874444  4980  вер. Советских Школьников
18291   39.7214100   71.7696000     0  вер. 50-летия Узбекистана
18292   39.7154400   71.7837700     0  вер. Корона
18293   39.7119100   71.7879300     0  вер. Безымянный
18294   39.7866100   71.7606400     0  вер. Матерей
18295   39.7879000   71.7696500     0  вер. Буревестник
18296   39.7938500   71.7720900     0  вер. СозПИ
18297   39.7855900   71.7774200     0  вер. Артюхина
18298   39.7926100   71.7822200     0  вер. Политехник
18299   39.7890278   71.7859722     0  вер. Строитель
18300   39.7944200   71.7517100     0  вер. Узбекистан
18301   39.8106800   71.7523100     0  вер. Наманганский Комсомолец
18302   39.8151000   71.7193900     0  вер. Дугоба-Шигоу
18303   39.8242600   71.7927800     0  вер. Комсомолец Узбекистана
18304   39.8061300   71.8023500  4860  вер. Улитор
18305   39.8164500   71.8096900     0  вер. Учитель
18306   39.8220200   71.8154000     0  вер. Пионер
18307   39.8237300   71.8237200  4482  вер. Безымянная
18308   39.8291667   71.8347222     0  вер. Юбилейная
18309   39.8320400   71.8802400     0  вер. Разрядников
18310   39.8277200   71.9065500     0  вер. Шаит
18311   39.8313500   71.9184800     0  вер. Бурсун
18312   39.8341100   71.7946200     0  вер. СаГУ
18313   39.8403700   71.7978400     0  вер. Двузубка
18314   39.8528300   71.7996000     0  вер. Хамза Хакимзаде Ниязи
18315   39.8666700   71.7287100     0  вер. Калькуш
18316   39.8586300   71.7253200     0  вер. Скальная
18317   39.8740400   71.7084500     0  вер. Машалян
18318   39.8706200   71.7163900     0  вер. Конструкторов
18319   39.8951200   71.7481000     0  вер. Лагерная
18323   39.7521100   71.7529100     0  вер. Борцов за Мир
18324   39.7499500   71.7410900  4871  вер. Крылья Советов
18325   39.7782300   71.7145000  5080  вер. Ахунбабаева
18326   39.7246800   71.9186500     0  вер. Кругозор
18332   39.8762500   71.7743300     0  вер. пуп Сельского
18333   39.8680800   71.8263800     0  вер. Гандакуш
18334   39.8521000   71.7474200     0  вер. Сыпучая
18335   39.9043400   71.8021800     0  вер. Главный Замок
18336   39.8988100   71.8028200  3942  вер. Улитор
18337   39.9182900   71.8032900     0  вер. Хурджум Главный
18338   39.9237700   71.7978200     0  вер. Хурджум
18339   39.9485000   71.8175400  3041  вер. Испасар
18340   39.9439000   71.7279300  2841  вер. Алмалык
18341   39.9750800   71.7362600  2568  вер. Кызылгаза
18342   39.9750800   71.7027000  2912  вер. Курсала
18343   39.9678500   71.5385100  3099  вер. Карадаван
18344   39.9751300   71.9789200  3178  вер. Мамат-Кан
18345   39.8968100   71.8294700     0  пер. Кызыл-Кум, н/к
18346   39.8933400   71.8718700  3250  пер. Кудояр, 1А
