# id   lat         lon           alt   title /other title/, cat
1323   39.8178306   71.5079111  3780  пер. Елыкучук /Кашкасу/, 1А
1324   39.8611600   71.5410800  3900  пер. Проходной, 1А
1328   39.6959617   71.5567617  4300  пер. Алаудин, 1А
1329   39.6907500   71.5543333  4330  пер. Алаудин Спортивный, 1Б
1330   39.8057000   71.5733700  3610  пер. Арчевый, 1А
1333   39.7238100   71.5537900  4450  пер. Иоффе, 2А
1339   39.6957778   71.5199611  5000  пер. Советских Ракетчиков, 3Б
1340   39.7188333   71.5613333  4590  пер. Хамзы /Высоцкого/, 1Б
1341   39.7606611   71.5593194  4107  пер. Ячий, 1А
1406   39.6754833   71.5347667  4610  пер. Конгур, 1Б
1421   39.8137444   71.7799889  4315  пер. Ак-Таш /Акташ/, 1Б
1422   39.8540200   71.7060800  4080  пер. Активистов Сев., 1А
1423   39.8489600   71.7058700  4100  пер. Активистов Средн., 1Б
1424   39.8434600   71.7086200  4200  пер. Активистов Южн., 1Б
1425   39.9173720   71.7167430  3200  пер. Алтын /Алтын спортивный/, н/к
1426   39.7848400   71.7876800  4400  пер. Артюхова, 1Б
1427   39.8013600   71.8432700  4500  пер. Андрея Миронова, 2А
1428   39.8354278   71.7172667  4420  пер. Белая шапка, 1Б*
1429   39.8498100   71.9065500  3930  пер. Бурсун, 2Б
1430   39.8664480   71.9503590  4100  пер. Гагаринцев, 1Б
1431   39.8099000   71.7219800  4700  пер. Гаджир /Героев Панфиловцев/, 2Б*
1432   39.7755200   71.6677200  4560  пер. Гаджир Зап., 1Б
1433   39.8761333   71.8236833  3500  пер. Гандакуш, н/к
1434   39.8458700   71.8315800  4330  пер. Геологов, 1Б
1435   39.8095667   71.8170667  4640  пер. Джакшикуль, 2А
1436   39.8122600   71.7591100  4600  пер. Дугоба, 2Б
1437   39.8561111   71.9466667  4350  пер. 25-летие профсоюзов УзССР, 2А
1438   39.9378778   71.8148583  3420  пер. Избасар, н/к
1439   39.8081944   71.8244917  4520  пер. Ирины Сбродовой, 2А*
1440   39.8455556   71.9300000  4400  пер. Изюминка, 2А
1441   39.8501833   71.9479833  4320  пер. Коллекторский, 2А
1442   39.9912028   71.9109000  2900  пер. Кичкине /Бельмазар/, н/к
1443   39.9138333   71.9358333  3530  пер. Кель, 1А
1444   39.8004833   71.7341028  4850  пер. Картографов, 3А
1445   39.8729170   71.7460670  4020  пер. Калькуш, 1А
1446   39.8791667   71.7444444  3900  пер. Калькуш Вост., 1А
1447   39.8272222   71.8266667  4500  пер. Карнизный, 3А
1448   39.8201600   71.7910900  4650  пер. Комсомольский, 2А
1449   39.8052389   71.7281694  4960  пер. Крестовый /Взлет/, 3А
1450   39.9005556   71.9575000  4050  пер. Логичный, 1Б
1451   39.8773722   71.7242028  4130  пер. Лунный, 1А
1452   39.9222222   71.9200000  3600  пер. Майский, 1А
1453   39.9227700   71.6733450  3000  пер. Машалян, н/к
1454   39.8331900   71.9287100  4340  пер. Меликсу, 2А*
1455   39.8480556   71.9366667  4300  пер. Мехнат, 2А
1456   39.8247694   71.7634167  4400  пер. Новичок, 1Б
1457   39.8822222   71.8941667  3000  пер. Обходной, н/к
1458   39.8816667   71.9105139  3165  пер. Пастбищный, н/к
1459   39.8428389   71.9282000  4380  пер. Первомайский, 2Б
1461   39.7906000   71.7702600  4640  пер. Профессора Леонова, 3А
1462   39.8788889   71.7544444  3900  пер. Проверка, 1А
1463   39.8402778   71.9083333  3900  пер. 50-летия УзССР /Бурсун Южн., МГУ/, 2Б*
1464   39.8038889   71.8567778  4460  пер. Реабилитации, 2А
